t,PacPV,Pbat,PacGrid,PacHome,IBat,TBat,VBat,SoC,SoH,FreqIn,FreqOut,nCicli
2025-04-11 03:13:00,0.0,0.0,4684.05,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:14:00,21.8947,0.0,4623.16,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:15:00,9.86207,0.0,4629.74,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:16:00,0.0,0.0,4657.68,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:17:00,0.0,0.0,4673.36,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:18:00,16.4211,0.0,4609.77,0.0,0.0,22.9,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:19:00,15.2414,0.0,4666.78,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:20:00,0.0,0.0,4637.0,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:21:00,0.0,0.0,4671.82,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:22:00,10.3103,0.0,4622.38,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:23:00,21.4386,0.0,4640.68,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:24:00,0.0,0.0,4701.0,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:25:00,0.0,0.0,4662.56,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:26:00,4.48276,0.0,4978.88,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:27:00,26.0,0.0,5002.09,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:28:00,0.912281,0.0,5056.05,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:29:00,0.0,0.0,5027.03,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:30:00,0.0,0.0,5059.47,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:31:00,25.1034,0.0,4947.67,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:32:00,6.38596,0.0,5042.79,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:33:00,0.0,0.0,5016.21,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:34:00,0.0,0.0,5004.34,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:35:00,19.1579,0.0,5032.89,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:36:00,12.5517,0.0,5044.71,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
2025-04-11 03:37:00,0.0,0.0,4995.21,0.0,0.0,22.8,53.29,100.0,99.0,0.0,0.0,481.0
